pl_name,star_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth received flux),sy_plx
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,0.009006631,0.044,0.074589951,1.65,6.314528311,7.74534346,6053,1.058,1.073018191,876.044,1431.194466,1.348167585,696.3675545,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,0.019675384,0.075,0.075034958,2.1,5.363104066,3.190876083,6053,1.058,1.073018191,876.044,1096.211502,1.348167585,239.6742374,1.11282
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,0.023235088,0.086,0.027811837,1.45,3.924951081,7.093847376,6169,1.343,1.445756042,930.32,1175.479419,2.343694259,316.8867306,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,0.151096572,0.3,0.023760117,2.52,6.35411079,2.1877856,6169,1.343,1.445756042,930.32,629.3665077,2.343694259,26.04104733,1.04629
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.028274294,0.087,0.082983313,0.88,0.62473557,5.051261078,5788,0.722,0.665535915,1090.51,803.9869019,0.52490213,69.34894038,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,0.103672227,0.207,0.086363039,1.45,3.924951081,7.093847376,5788,0.722,0.665535915,1090.51,521.2228266,0.52490213,12.25004387,0.88975
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,0.009896148,0.048,0.062953783,1.16,1.726654323,6.095130823,5593,1.485,1.639298597,762.596,1500.026412,1.936074365,840.3100542,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,0.02065004,0.079,0.034573338,1.69,6.896410001,7.872534236,5593,1.485,1.639298597,762.596,1169.246232,1.936074365,310.2186132,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,0.032668378,0.107,0.000275415,2.05,5.244249806,3.354079764,5593,1.485,1.639298597,762.596,1004.67972,1.936074365,169.1042331,1.28244
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,0.070487934,0.178,0.01363171,1.55,5.016729091,7.42296057,6108,1.284,1.366804121,891.462,791.0119011,2.058808777,64.9794463,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,0.164218007,0.312,0.052163165,2.15,5.481760381,3.03917891,6108,1.284,1.366804121,891.462,597.469475,2.058808777,21.14982718,1.09287
Kepler-365 b,Kepler-365,1,2,Transit,2014,10.664903,0.029198913,0.098,0.052972421,2.04,5.22045475,3.388203075,6012,1.048,1.060355768,1038.99,947.9775533,1.287325295,134.0405347,
Kepler-365 c,Kepler-365,1,2,Transit,2014,17.784129,0.048690292,0.137,0.031890933,1.64,6.174835052,7.713392221,6012,1.048,1.060355768,1038.99,801.7718575,1.287325295,68.58784672,
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,0.008985514,0.045,0.014094192,1.46,4.025487749,7.127078475,6209,1.048,1.060355768,1856.28,1444.799301,1.464532638,723.2259941,0.510384
